time,position_x,position_y,position_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,joint_LW_J_Pitch,joint_RW_J_Pitch,joint_LW_J_Flap,joint_RW_J_Flap
12.35,0,0,0,0,0,0,1,1.7778,14.5403,-1.37857,14.4901
12.4,0,0,0,0,0,0,1,1.89041,14.3885,-1.26218,14.3712
12.45,0,0,0,0,0,0,1,1.97514,12.5106,-1.17469,12.5303
12.5,0,0,0,0,0,0,1,1.90155,10.267,-1.24084,10.2983
12.55,0,0,0,0,0,0,1,1.54679,8.29134,-1.59259,8.3231
12.6,0,0,0,0,0,0,1,1.3231,6.95763,-1.81588,6.98843
12.65,0,0,0,0,0,0,1,1.11316,7.58492,-2.02076,7.60908
12.7,0,0,0,0,0,0,1,1.08596,9.10208,-2.04341,9.11978
12.75,0,0,0,0,0,0,1,1.22026,11.5574,-1.90929,11.5681
12.8,0,0,0,0,0,0,1,1.21306,13.8277,-1.91473,13.8353
12.85,0,0,0,0,0,0,1,1.38357,14.4735,-1.74285,14.4823
12.9,0,0,0,0,0,0,1,1.52936,14.24,-1.59685,14.2503
12.95,0,0,0,0,0,0,1,1.67761,12.3152,-1.45024,12.3304
13,0,0,0,0,0,0,1,1.6343,10.1139,-1.49199,10.1318
13.05,0,0,0,0,0,0,1,1.35353,8.16444,-1.77512,8.18152
13.1,0,0,0,0,0,0,1,1.21011,6.99628,-1.92184,7.01176
13.15,0,0,0,0,0,0,1,1.08807,7.72887,-2.04506,7.74192
13.2,0,0,0,0,0,0,1,1.16954,9.35709,-1.96429,9.37285
13.25,0,0,0,0,0,0,1,1.34631,11.8336,-1.7922,11.8506
13.3,0,0,0,0,0,0,1,1.41802,13.9806,-1.72159,13.9963
13.35,0,0,0,0,0,0,1,1.64369,14.5615,-1.49689,14.5813
13.4,0,0,0,0,0,0,1,1.81719,14.1676,-1.32585,14.1904
13.45,0,0,0,0,0,0,1,1.9936,12.1358,-1.15349,12.1625
13.5,0,0,0,0,0,0,1,1.92527,9.94192,-1.22015,9.96062
13.55,0,0,0,0,0,0,1,1.64591,8.0295,-1.50265,8.04007
13.6,0,0,0,0,0,0,1,1.4904,6.97564,-1.6601,6.98112
13.65,0,0,0,0,0,0,1,1.34327,7.77138,-1.80781,7.77041
13.7,0,0,0,0,0,0,1,1.4056,9.48197,-1.74748,9.46413
13.75,0,0,0,0,0,0,1,1.52423,11.9898,-1.62553,11.9661
13.8,0,0,0,0,0,0,1,1.56001,14.0017,-1.58979,14.0118
13.85,0,0,0,0,0,0,1,1.73063,14.5134,-1.41497,14.5454
13.9,0,0,0,0,0,0,1,1.84538,13.9975,-1.29873,14.0648
13.95,0,0,0,0,0,0,1,1.97381,11.9089,-1.17246,11.9921
14,0,0,0,0,0,0,1,1.81414,9.71411,-1.31574,9.81267
14.05,0,0,0,0,0,0,1,1.50418,7.8351,-1.6324,7.92453
14.1,0,0,0,0,0,0,1,1.31788,6.94102,-1.8222,7.02532
14.15,0,0,0,0,0,0,1,1.14659,7.82105,-1.98608,7.89458
14.2,0,0,0,0,0,0,1,1.21055,9.62391,-1.91386,9.71172
14.25,0,0,0,0,0,0,1,1.30348,12.1519,-1.83458,12.2396
14.3,0,0,0,0,0,0,1,1.35087,13.9578,-1.78037,14.0747
14.35,0,0,0,0,0,0,1,1.51979,14.378,-1.60582,14.5172
14.4,0,0,0,0,0,0,1,1.64706,13.628,-1.48678,13.7606
14.45,0,0,0,0,0,0,1,1.79233,11.4771,-1.34203,11.5922
14.5,0,0,0,0,0,0,1,1.59345,9.32151,-1.52701,9.44036
14.55,0,0,0,0,0,0,1,1.3523,7.51372,-1.7837,7.61587
14.6,0,0,0,0,0,0,1,1.20812,6.9717,-1.9351,7.06511
14.65,0,0,0,0,0,0,1,1.09675,7.97995,-2.04364,8.06725
14.7,0,0,0,0,0,0,1,1.24458,9.94057,-1.89447,10.0413
14.75,0,0,0,0,0,0,1,1.33951,12.5036,-1.81952,12.6059
14.8,0,0,0,0,0,0,1,1.4585,14.1046,-1.69428,14.1991
14.85,0,0,0,0,0,0,1,1.66497,14.4684,-1.48661,14.5673
14.9,0,0,0,0,0,0,1,1.81299,13.5889,-1.34687,13.681
14.95,0,0,0,0,0,0,1,1.97249,11.3949,-1.18731,11.4741
15,0,0,0,0,0,0,1,1.7686,9.2274,-1.3812,9.31926
15.05,0,0,0,0,0,0,1,1.53712,7.43296,-1.62394,7.51636
15.1,0,0,0,0,0,0,1,1.38502,7.0264,-1.77415,7.05298
15.15,0,0,0,0,0,0,1,1.27075,8.07226,-1.8853,8.07987
15.2,0,0,0,0,0,0,1,1.42128,10.1521,-1.7329,10.1542
15.25,0,0,0,0,0,0,1,1.46737,12.7045,-1.68463,12.7058
15.3,0,0,0,0,0,0,1,1.60223,14.6171,-1.54695,14.6189
15.35,0,0,0,0,0,0,1,1.97311,16.2456,-1.1713,16.2728
15.4,0,0,0,0,0,0,1,2.10358,15.5984,-1.03445,15.667
15.45,0,0,0,0,0,0,1,2.11209,14.0842,-1.02912,14.1556
15.5,0,0,0,0,0,0,1,2.21146,11.8068,-0.931,11.8768
15.55,0,0,0,0,0,0,1,1.97196,9.42192,-1.15666,9.50163
15.6,0,0,0,0,0,0,1,1.69584,8.56698,-1.43454,8.64227
15.65,0,0,0,0,0,0,1,1.4967,8.55894,-1.63293,8.64066
15.7,0,0,0,0,0,0,1,1.5231,10.4122,-1.60693,10.5006
15.75,0,0,0,0,0,0,1,1.42498,12.888,-1.71506,12.9764
